ID,Ranking,JP,EN,JP Furigana,Pronounciation,Sentence JP,Sentence EN,Sentence Romaji,Sentence pronounciation,Explanation,Image
JPN1K-946,946,どうせ,"anyhow, in any case, at any rate, after all, at best, at most, at all, no matter what",どうせ,どうせ,どうせ また 間違[まちが]う よ。,I'll mess up again anyway.,Douse mata machigau yo.,どうせまた間違うよ。,"どうせ adds a resigned tone, like “anyway/after all” when you expect a bad result. Casual.",<img src='JPN1K-946.jpeg'>
JPN1K-947,947,新,"new, neo-",新[しん],しん,新年[しんねん] の 映画[えいが]です。,It’s a New Year movie.,Shinnen no eiga desu.,新年の映画です。,新 is a prefix read as shin meaning “new” before nouns. 新年 means New Year.,<img src='JPN1K-947.jpeg'>
JPN1K-948,948,それとも,"or, or else",それとも,それとも,コーヒー それとも 水[みず] ですか？,Coffee or water?,Koohii soretomo mizu desu ka?,コーヒーそれとも水ですか？,"それとも links two options, usually in a question. Polite here with desu ka.",<img src='JPN1K-948.jpeg'>
JPN1K-949,949,利用,"use, utilization, utilisation, application",利用[りよう],りよう,ここで 利用[りよう]できますか。,Can I use it here?,Koko de riyou dekimasu ka?,ここで利用できますか。,利用 is a formal word for using a service or facility. 〜できますか is a polite way to ask “Can I...?”,<img src='JPN1K-949.jpeg'>
JPN1K-950,950,遅れる,"to be late, to be delayed, to fall behind schedule, to be overdue",遅[おく]れる,おくれる,ごめん、 私[わたし]は 約束[やくそく]に遅れる。,"Sorry, I'll be late for our meeting.","Gomen, watashi wa yakusoku ni okureru.",ごめん、私は約束に遅れる。,Use に to mark what you’re late for (X に 遅れる). This is casual; polite is 遅れます.,<img src='JPN1K-950.jpeg'>
JPN1K-951,951,動き,"movement, move, motion",動[うご]き,うごき,この 動[うご]き は 早[はや]い ね。,This move is fast.,Kono ugoki wa hayai ne.,この動きは早いね。,動き is a noun for movement or a (sports/game) move. ね makes it sound friendly/casual.,<img src='JPN1K-951.jpeg'>
JPN1K-952,952,乾杯,"cheers, toast, drink (in celebration or in honor of something)",乾杯[かんぱい],かんぱい,じゃあ、 酒[さけ] で 乾杯[かんぱい] しましょう！,"Well then, let’s make a toast with sake!","Jaa, sake de kanpai shimashou!",じゃあ、酒で乾杯しましょう！,乾杯 is said when clinking glasses. しましょう makes a friendly group invitation.,<img src='JPN1K-952.jpeg'>
JPN1K-953,953,付き合う,"to associate with, to keep company with, to go out with, to go steady with, to get on with",付き 合[つきあ]う,き つきあう,彼女[かのじょ]と 付き 合[つきあ]うの？,Are you going out with her?,Kanojo to tsukiau no?,彼女と付き合うの？,"With と + person, 付き合う often means to date.",<img src='JPN1K-953.jpeg'>
JPN1K-954,954,吸う,"to smoke, to breathe in, to inhale",吸[す]う,すう,ここで 吸[す]うのはいいですか。,Is it okay to smoke here?,Koko de suu no wa ii desu ka.,ここで吸うのはいいですか。,Suu means to inhale; without an object it often means to smoke. This politely asks for permission to do it here.,<img src='JPN1K-954.jpeg'>
JPN1K-955,955,手術,"(surgical) operation, procedure",手術[しゅじゅつ],しゅじゅつ,明日[あした] は 手術[しゅじゅつ] です。,The surgery is tomorrow.,Ashita wa shujutsu desu.,明日は手術です。,手術 is a medical operation. You can also say 手術をします to mean 'have surgery.',<img src='JPN1K-955.jpeg'>
JPN1K-956,956,傷つける,"to wound, to injure",傷[きず]つける,きずつける,人[ひと] を 傷[きず]つける の は ダメ。,Hurting people is not okay.,Hito o kizutsukeru no wa dame.,人を傷つけるのはダメ。,X を 傷つける means to hurt someone (body or feelings). ダメ makes a casual rule: “not okay.”,<img src='JPN1K-956.jpeg'>
JPN1K-957,957,それでは,well then ...,それでは,それでは,それでは、また 明日[あした]会[あ]いましょう。,"Well then, let’s meet again tomorrow.","Sore dewa, mata ashita aimashou.",それでは、また明日会いましょう。,"それでは is a polite way to wrap up or transition, similar to “well then.” Common when ending a conversation.",<img src='JPN1K-957.jpeg'>
JPN1K-958,958,小さな,"small, little, tiny",小[ちい]さな,ちいさな,小さな 犬[いぬ] が 好[す]き です。,I like small dogs.,Chiisana inu ga suki desu.,小さな犬が好きです。,"小さな is used only before a noun. To say it by itself after a noun, use 小さい.",<img src='JPN1K-958.jpeg'>
JPN1K-959,959,思える,"to seem, to appear likely",思[おも]える,おもえる,それ は 本当[ほんとう] の 様[よう]に 思える。,It seems true.,Sore wa hontou no you ni omoeru.,それは本当の様に思える。,X の 様[よう]に 思える means “it seems like X.” It sounds subjective and gentle.,<img src='JPN1K-959.jpeg'>
JPN1K-960,960,静かに,"calmly, quietly, gently, peacefully",静[しず]かに,しずかに,ちょっと静かにしてください。,Please be quiet for a moment.,Chotto shizuka ni shite kudasai.,ちょっと静かにしてください。,Polite request. 静かにする means to be quiet; 〜てください means please do.,<img src='JPN1K-960.jpeg'>
JPN1K-961,961,完成,"complete, completion",完成[かんせい],かんせい,これで 完成[かんせい]です。,It's complete now.,Kore de kansei desu.,これで完成です。,Commonly said when you finish making or doing something. Polite.,<img src='JPN1K-961.jpeg'>
JPN1K-962,962,泣き声,"cry, crying voice",泣き 声[なきごえ],き なきごえ,子供[こども]の泣き声が 聞[き]こえる。,I can hear a child crying.,Kodomo no nakigoe ga kikoeru.,子供の泣き声が聞こえる。,"泣き声 is the sound of crying, often from babies or children. Very common in daily talk.",<img src='JPN1K-962.jpeg'>
JPN1K-963,963,当時,"at that time, in those days",当時[とうじ],とうじ,当時[とうじ] は 子供[こども] でした。,I was a child back then.,touji wa kodomo deshita.,当時は子供でした。,"当時 is used to talk about a past time, like “back then.” It’s neutral and common in speech.",<img src='JPN1K-963.jpeg'>
JPN1K-964,964,靴,"shoes, boots, footwear, footgear",靴[くつ],くつ,これは 靴[くつ]ですか。,Are these shoes?,Kore wa kutsu desu ka.,これは靴ですか。,Use X wa Y desu ka to ask “Is X Y?”. 靴 refers to footwear in general.,<img src='JPN1K-964.jpeg'>
JPN1K-965,965,味方,"friend, ally, supporter",味方[みかた],みかた,私[わたし] は 君[きみ] の 味方[みかた] だ よ。,I'm on your side.,Watashi wa kimi no mikata da yo.,私は君の味方だよ。,X の 味方だ means you support someone. Casual and friendly with だ/よ.,<img src='JPN1K-965.jpeg'>
JPN1K-966,966,たぶん,"perhaps, probably",たぶん,たぶん,たぶん 明日[あした]いきますよ。,I’ll probably go tomorrow.,Tabun ashita ikimasu yo.,たぶん明日いきますよ。,たぶん softens your statement and shows uncertainty. It’s common in daily conversation with ます/です forms.,<img src='JPN1K-966.jpeg'>
JPN1K-967,967,後悔,"regret, repentance, remorse",後悔[こうかい],こうかい,それは 後悔[こうかい] する よ。,You’ll regret that.,Sore wa koukai suru yo.,それは後悔するよ。,Often used as 後悔する to mean “to regret.” Casual warning with よ.,<img src='JPN1K-967.jpeg'>
JPN1K-968,968,そうですね,"that's so, isn't it",そうですね,そうですね,そうですね、 明日[あした]映画[えいが] を 見[み]ましょう。,"Yeah, let's watch a movie tomorrow.","Soudesune, ashita eiga o mimashou.",そうですね、明日映画を見ましょう。,そうですね is a polite way to agree or show you’re thinking before replying. Very common in daily conversation.,<img src='JPN1K-968.jpeg'>
JPN1K-969,969,検査,"inspection (e.g. customs, factory), examination, scan (e.g. MRI, PET, etc.)",検査[けんさ],けんさ,明日[あした]、 検査[けんさ] を 受[う]けます。,I'll have a medical test tomorrow.,"Ashita, kensa o ukemasu.",明日、検査を受けます。,Common pattern: 検査を受ける means to undergo a test or scan. Polite form.,<img src='JPN1K-969.jpeg'>
JPN1K-970,970,調査,"investigation, examination, inquiry, enquiry, survey",調査[ちょうさ],ちょうさ,この 事件[じけん] を 調査[ちょうさ] します。,We will investigate this case.,Kono jiken o chousa shimasu.,この事件を調査します。,調査 is a formal word for an investigation or survey. It often pairs with します or 行います.,<img src='JPN1K-970.jpeg'>
JPN1K-971,971,最低,"least, lowest, worst",最低[さいてい],さいてい,それは 最低[さいてい]だよ。,That's the worst.,Sore wa saitei da yo.,それは最低だよ。,"Casual. Said when something is really bad, rude, or unfair.",<img src='JPN1K-971.jpeg'>
JPN1K-972,972,王子,prince,王子[おうじ],おうじ,王子 は 城[しろ] に 行[い]く。,The prince goes to the castle.,Oji wa shiro ni iku.,王子は城に行く。,Neutral title for a male royal. Often used with は/が as the topic or subject.,<img src='JPN1K-972.jpeg'>
JPN1K-973,973,バス,bus,バス,バス,バスはどこですか。,Where is the bus?,Basu wa doko desu ka.,バスはどこですか。,Polite question. Use doko desu ka to ask for a location.,<img src='JPN1K-973.jpeg'>
JPN1K-974,974,形,"form, shape, figure",形[かたち],かたち,この 形[かたち]がとても 好[す]きです。,I really like this shape.,Kono katachi ga totemo suki desu.,この形がとても好きです。,形 is used for the shape or form of something. X が 好きです means “I like X.”,<img src='JPN1K-974.jpeg'>
JPN1K-975,975,レベル,level,レベル,レベル,レベル は どう ですか？,How is the level?,Reberu wa dou desu ka?,レベルはどうですか？,"Polite way to ask about difficulty or ability. Common for games, classes, or skills.",<img src='JPN1K-975.jpeg'>
JPN1K-976,976,雨,rain,雨[あめ],あめ,今日[きょう] は 雨[あめ] です ね。,"It's rainy today, isn't it?",Kyou wa ame desu ne.,今日は雨ですね。,Common way to talk about the weather. ね adds a friendly tone and seeks agreement.,<img src='JPN1K-976.jpeg'>
JPN1K-977,977,実際,"practicality, practical, actual",実際[じっさい],じっさい,実際[じっさい]に 明日[あした]会[あ]うね？,Meet in person tomorrow?,Jissai ni ashita au ne?,実際に明日会うね？,実際に often means in real life or in person. Casual tone with ね softens the question.,<img src='JPN1K-977.jpeg'>
JPN1K-978,978,そのまま,"without change, as it is (i.e. now)",そのまま,そのまま,そのまま で お 願[ねが]い します。,Please keep it as is.,Sono mama de onegai shimasu.,そのままでお願いします。,Polite way to ask not to change something.,<img src='JPN1K-978.jpeg'>
JPN1K-979,979,あの人,"he, she, that person",あの 人[ひと],あの ひと,あの人はだれですか。,Who is that person?,Ano hito wa dare desu ka?,あの人はだれですか。,あの人 points to someone away from both speaker and listener. Polite and neutral.,<img src='JPN1K-979.jpeg'>
JPN1K-980,980,長,"head, chief, leader, elder",長[なが],なが,長[なが] は 誰[だれ] ですか。,Who is the leader?,Naga wa dare desu ka.,長は誰ですか。,"A formal noun for a group's head or leader. Often used in titles, but it can also stand alone in questions like this.",<img src='JPN1K-980.jpeg'>
JPN1K-981,981,代表,"representative, representation, delegation, type, example, model",代表[だいひょう],だいひょう,私[わたし] が 代表[だいひょう] です。,I am the representative.,Watashi ga daihyo desu.,私が代表です。,"Used for someone who speaks or acts for a group, like at a meeting or on a team. です makes it polite.",<img src='JPN1K-981.jpeg'>
JPN1K-982,982,助,"help, rescue, assistant",助[すけ],すけ,君[きみ] は 私[わたし] の 助[すけ] だ。,You are my assistant.,Kimi wa watashi no suke da.,君は私の助だ。,助 read as suke can mean an assistant or helper. It’s casual/old-fashioned; today 助手 is more common.,<img src='JPN1K-982.jpeg'>
JPN1K-983,983,社,"company, association, society",社[しゃ],しゃ,彼[かれ]は 社[しゃ]の 人[ひと]です。,He is from the company.,Kare wa sha no hito desu.,彼は社の人です。,"社 here is a short, formal way to say company (like 会社). X の人 means a person from X.",<img src='JPN1K-983.jpeg'>
JPN1K-984,984,もうすぐ,very soon,もうすぐ,もうすぐ,もうすぐ 映画[えいが]が 始[はじ]まります。,The movie will start very soon.,Mousugu eiga ga hajimarimasu.,もうすぐ映画が始まります。,もうすぐ is used for the near future. Put it before a verb or noun phrase.,<img src='JPN1K-984.jpeg'>
JPN1K-985,985,寂しい,"lonely, lonesome, solitary, desolate",寂[さび]しい,さびしい,私[わたし]は 寂しい です。,I feel lonely.,Watashi wa sabishii desu.,私は寂しいです。,A simple way to say you feel lonely. Adding desu makes it polite.,<img src='JPN1K-985.jpeg'>
